gene_name	transcript_id	strand	nreads	ntranscripts	nFSM	nISM	nNIC	nNNC	nFSMreads	nISMreads	nNICreads	nNNCreads
AGAP4	ENST00000616763.6	-	726	57	6	20	8	23	0	726	0	0
AGAP5	ENST00000374094.9	-	83	16	3	10	0	3	0	0	0	83
AGAP6	ENST00000412531.7	+	603	52	36	12	2	2	0	0	603	0
AGAP9	ENST00000452145.6	-	249	16	2	11	0	3	0	0	0	249
AGBL1	ENST00000614907.3	+	11	3	0	0	0	3	0	0	0	11
AGBL2	ENST00000525123.6	-	4	2	1	1	0	0	0	4	0	0
AGBL3	ENST00000436302.6	+	621	58	7	4	32	15	0	0	621	0
AGBL4	ENST00000371839.6	-	454	64	1	13	12	38	0	0	0	454
AGBL5	ENST00000360131.5	+	3006	158	6	96	16	40	0	0	3006	0
AGER	ENST00000375076.9	-	45	6	0	4	0	2	0	0	0	45
AGFG1	ENST00000310078.13	+	1245	169	12	95	50	12	0	0	1245	0
AGFG2	ENST00000300176.9	+	1088	99	12	38	20	29	1088	0	0	0
AGGF1	ENST00000312916.12	+	5892	298	27	185	12	74	5892	0	0	0
AGK	ENST00000649286.2	+	5084	252	30	91	38	93	5084	0	0	0
AGL	ENST00000361915.8	+	784	115	0	87	2	26	0	0	0	784
AGMAT	ENST00000375826.4	-	132	18	9	9	0	0	132	0	0	0
AGMO	ENST00000342526.8	-	9	2	0	0	0	2	0	0	0	9
AGO1	ENST00000373204.6	+	246	51	8	33	1	9	0	246	0	0
AGO2	ENST00000220592.10	-	146	24	6	12	0	6	0	0	0	146
AGO3	ENST00000373191.9	+	585	90	3	58	11	18	0	0	585	0
AGO4	ENST00000373210.4	+	444	100	0	52	0	48	0	0	0	444
AGPAT1	ENST00000375107.8	-	2740	53	8	10	15	20	2740	0	0	0
AGPAT2	ENST00000371696.7	-	604	14	6	3	1	4	604	0	0	0
AGPAT3	ENST00000291572.13	+	218	34	4	28	0	2	218	0	0	0
AGPAT4	ENST00000320285.9	-	3693	128	19	32	33	44	0	0	0	3693
AGPAT5	ENST00000285518.11	+	1193	95	18	49	15	12	0	0	0	0
AGPS	ENST00000264167.11	+	1761	142	33	78	3	27	1761	0	0	0
AGR2	ENST00000419304.7	-	51	6	2	2	2	0	0	0	51	0
AGR3	ENST00000310398.7	-	3	1	0	1	0	0	0	3	0	0
AGRN	ENST00000379370.7	+	265	37	7	20	0	10	0	0	0	265
AGRP	ENST00000290953.3	-	2	1	0	1	0	0	0	2	0	0
AGT	ENST00000366667.6	-	22748	99	11	26	4	58	22748	0	0	0
AGTPBP1	ENST00000357081.8	-	6603	386	9	181	51	145	0	6603	0	0
AGTR1	ENST00000349243.8	+	17	4	2	2	0	0	17	0	0	0
AGTRAP	ENST00000314340.10	+	1979	42	10	13	6	13	1979	0	0	0
AHCTF1	ENST00000648844.2	-	1476	100	0	90	2	8	0	1476	0	0
AHCY	ENST00000217426.7	-	13242	168	6	19	19	123	0	0	0	13242
AHCYL1	ENST00000369799.10	+	13471	111	20	31	14	46	13471	0	0	0
AHCYL2	ENST00000325006.8	+	344	50	12	33	0	5	344	0	0	0
AHDC1	ENST00000673934.1	-	195	17	0	13	4	0	0	195	0	0
AHI1	ENST00000265602.11	-	4718	186	54	98	9	25	0	4718	0	0
AHNAK	ENST00000378024.9	-	199	25	5	1	1	18	199	0	0	0
AHNAK2	ENST00000333244.6	-	126	12	7	3	1	1	126	0	0	0
AHR	ENST00000242057.9	+	167	53	2	21	0	30	0	167	0	0
AHRR	ENST00000684583.1	+	4	2	0	0	1	1	0	0	0	4
AHSA1	ENST00000216479.8	+	20912	194	16	25	26	127	0	0	0	20912
AHSG	ENST00000411641.7	+	42	6	1	1	0	4	42	0	0	0
AHSP	ENST00000302312.9	+	1264	11	4	3	0	4	1264	0	0	0
AIDA	ENST00000340020.11	-	3105	132	14	42	2	74	0	3105	0	0
AIF1	ENST00000376059.8	+	752	20	7	6	2	5	752	0	0	0
AIF1L	ENST00000247291.8	+	9114	114	25	24	15	50	9114	0	0	0
AIFM1	ENST00000287295.8	-	6158	135	15	49	11	59	6158	0	0	0
AIFM2	ENST00000307864.3	-	266	36	4	19	0	13	0	266	0	0
AIFM3	ENST00000440238.4	+	6142	320	5	49	35	231	0	0	0	6142
AIG1	ENST00000357847.9	+	9056	218	25	52	35	106	0	0	0	9056
AIM2	ENST00000368130.9	-	760	112	0	18	12	82	0	0	0	760
AIMP1	ENST00000672341.1	+	9205	185	72	61	8	44	0	0	0	9205
AIMP2	ENST00000223029.8	+	7343	87	10	21	8	48	7343	0	0	0
AIP	ENST00000279146.8	+	14795	94	18	23	6	47	0	0	0	14795
AIPL1	ENST00000381129.8	-	5	1	1	0	0	0	5	0	0	0
AIRE	ENST00000291582.6	+	2	1	0	0	0	1	0	0	0	2
AJAP1	ENST00000378191.5	+	234	49	2	35	0	12	234	0	0	0
AJUBA	ENST00000262713.7	-	212	26	12	10	2	2	212	0	0	0
AK1	ENST00000644144.2	-	33343	217	14	24	31	148	0	0	0	33343
AK2	ENST00000672715.1	-	11379	200	58	37	39	66	0	0	0	11379
AK3	ENST00000381809.8	-	6130	122	24	15	0	83	0	0	0	6130
AK4	ENST00000327299.8	+	3761	84	41	17	11	15	0	0	3761	0
AK5	ENST00000354567.7	+	19182	488	15	100	78	295	0	0	0	19182
AK6	ENST00000380822.9	-	8665	67	16	11	10	30	8665	0	0	0
AK7	ENST00000267584.9	+	290	39	8	14	11	6	290	0	0	0
AK8	ENST00000298545.4	-	346	42	2	9	5	26	346	0	0	0
AK9	ENST00000424296.7	-	2591	198	6	85	57	50	0	0	0	2591
AKAIN1	ENST00000434239.4	-	1034	44	30	0	0	14	1034	0	0	0
AKAP1	ENST00000337714.8	+	1960	140	4	74	11	51	0	0	1960	0
AKAP10	ENST00000225737.11	-	1634	145	17	54	26	48	1634	0	0	0
AKAP11	ENST00000025301.4	+	2860	216	1	142	17	56	0	0	0	2860
AKAP12	ENST00000402676.7	+	4343	201	10	173	4	14	0	0	0	4343
AKAP13	ENST00000394518.7	+	3719	336	15	214	58	48	0	0	0	3719
AKAP14	ENST00000371431.8	+	649	21	3	8	0	10	0	649	0	0
AKAP17A	ENST00000313871.9	+	464	36	3	30	0	3	464	0	0	0
AKAP3	ENST00000228850.6	-	120	23	2	10	8	3	0	120	0	0
AKAP5	ENST00000394718.4	+	1115	76	15	0	0	61	0	0	0	1115
AKAP6	ENST00000280979.9	+	5378	272	14	227	6	25	0	0	0	5378
AKAP7	ENST00000431975.7	+	13196	85	16	23	7	39	13196	0	0	0
AKAP8	ENST00000269701.7	-	2084	121	3	64	6	47	0	2084	0	0
AKAP8L	ENST00000397410.10	-	3518	186	4	67	3	111	0	0	0	3518
AKAP9	ENST00000356239.8	+	27794	889	15	644	31	199	0	0	0	27794
AKIP1	ENST00000309377.9	+	6506	103	37	16	15	35	6506	0	0	0
AKIRIN1	ENST00000432648.8	+	5084	109	28	29	2	47	5084	0	0	0
AKIRIN2	ENST00000257787.6	-	13022	176	10	17	11	138	13022	0	0	0
AKNA	ENST00000374088.8	-	178	19	2	13	1	3	0	178	0	0
AKNAD1	ENST00000370001.8	-	85	26	2	8	11	5	0	0	0	85
AKR1A1	ENST00000351829.9	+	20910	303	50	39	95	119	20910	0	0	0
AKR1B1	ENST00000285930.9	-	30175	201	9	27	38	127	30175	0	0	0
AKR1C1	ENST00000380872.9	+	6245	114	5	33	21	55	0	0	6245	0
AKR1C2	ENST00000380753.9	-	6465	82	9	27	11	35	6465	0	0	0
AKR1C3	ENST00000380554.5	+	1981	36	6	16	3	11	1981	0	0	0
AKR1E2	ENST00000298375.12	+	139	36	7	12	14	3	0	0	139	0
AKR7A2	ENST00000235835.8	-	4058	45	6	11	7	21	4058	0	0	0
AKR7A3	ENST00000361640.5	-	250	25	7	13	5	0	250	0	0	0
AKT1	ENST00000649815.2	-	3917	92	18	31	12	31	0	3917	0	0
AKT1S1	ENST00000344175.10	-	1086	33	13	5	2	13	0	0	0	1086
AKT2	ENST00000392038.7	-	1351	161	12	29	14	105	0	0	0	0
AKT3	ENST00000673466.1	-	2386	174	19	114	14	26	0	0	0	0
AKTIP	ENST00000394657.12	-	9368	210	9	54	63	84	0	0	9368	0
ALAD	ENST00000409155.8	-	4014	151	8	24	27	89	4014	0	0	0
ALAS1	ENST00000484952.6	+	12515	212	12	60	13	127	0	0	0	12515
ALAS2	ENST00000650242.1	-	1289	29	3	15	5	6	0	1289	0	0
ALB	ENST00000295897.9	+	221	16	2	13	0	1	221	0	0	0
ALCAM	ENST00000306107.9	+	1683	165	7	41	0	117	0	1683	0	0
ALDH16A1	ENST00000293350.9	+	225	34	8	22	0	4	225	0	0	0
ALDH18A1	ENST00000371224.7	-	5835	186	3	27	22	134	5835	0	0	0
ALDH1A1	ENST00000297785.8	-	7405	110	5	26	12	67	0	0	7405	0
ALDH1A2	ENST00000249750.9	-	56	10	2	6	2	0	0	56	0	0
ALDH1A3	ENST00000329841.10	+	312	29	8	18	1	2	312	0	0	0
ALDH1B1	ENST00000377698.4	+	2140	16	12	1	0	3	2140	0	0	0
ALDH1L1	ENST00000393434.7	-	4838	118	4	39	20	55	0	4838	0	0
ALDH1L2	ENST00000258494.14	-	260	30	6	13	1	10	0	0	0	260
ALDH2	ENST00000261733.7	+	50831	412	11	41	49	311	50831	0	0	0
ALDH3A1	ENST00000225740.11	-	77	12	5	3	1	3	77	0	0	0
ALDH3A2	ENST00000176643.11	+	5185	239	51	79	13	96	5185	0	0	0
ALDH3B1	ENST00000342456.11	+	129	17	4	8	1	4	129	0	0	0
ALDH4A1	ENST00000375341.8	-	4953	111	7	25	7	72	0	4953	0	0
ALDH5A1	ENST00000357578.8	+	436	71	20	37	3	11	436	0	0	0
ALDH6A1	ENST00000553458.6	-	12048	200	6	59	0	135	0	0	0	12048
ALDH7A1	ENST00000409134.8	-	11628	265	54	68	16	127	0	0	0	11628
ALDH8A1	ENST00000265605.7	-	9	3	0	3	0	0	0	9	0	0
ALDH9A1	ENST00000354775.5	-	13692	150	11	18	12	109	13692	0	0	0
ALDOA	ENST00000642816.3	+	307660	1254	33	74	81	1066	0	0	0	307660
ALDOB	ENST00000647789.2	-	31	4	3	0	0	1	31	0	0	0
ALDOC	ENST00000226253.9	-	142831	576	10	35	54	477	0	0	0	142831
ALG1	ENST00000262374.10	+	2427	141	24	56	24	37	2427	0	0	0
ALG10	ENST00000266483.7	+	390	26	14	2	0	10	0	0	0	390
ALG10B	ENST00000308742.9	+	107	20	14	0	0	6	0	0	0	107
ALG11	ENST00000521508.2	+	2874	116	83	15	5	13	0	0	0	2874
ALG12	ENST00000330817.11	-	1993	86	6	12	22	46	0	0	0	1993
ALG13	ENST00000394780.8	+	3697	165	57	57	19	32	0	3697	0	0
ALG14	ENST00000370205.6	-	2892	72	9	14	10	39	0	0	0	2892
ALG2	ENST00000476832.2	-	2312	25	19	1	0	5	2312	0	0	0
ALG3	ENST00000397676.8	-	3248	97	6	3	8	80	0	0	0	3248
ALG5	ENST00000239891.4	-	8210	165	49	36	29	51	8210	0	0	0
ALG6	ENST00000263440.6	+	2662	164	26	28	8	102	2662	0	0	0
ALG8	ENST00000299626.10	-	6342	214	45	43	46	80	6342	0	0	0
ALG9	ENST00000616540.5	-	2799	155	10	51	52	42	0	0	2799	0
ALK	ENST00000389048.8	-	62	17	1	15	0	1	0	62	0	0
ALKAL1	ENST00000358543.9	-	33	6	6	0	0	0	33	0	0	0
ALKAL2	ENST00000403610.9	-	239	14	2	4	7	1	0	239	0	0
ALKBH1	ENST00000216489.8	-	2278	58	12	16	8	22	0	0	0	2278
ALKBH2	ENST00000429722.3	-	7233	77	19	5	9	44	7233	0	0	0
ALKBH3	ENST00000302708.9	+	2955	140	21	26	52	41	0	0	2955	0
ALKBH4	ENST00000292566.4	-	3271	34	10	6	3	15	0	0	0	3271
ALKBH5	ENST00000399138.5	+	2667	84	28	4	10	42	0	0	0	2667
ALKBH6	ENST00000378875.8	-	969	89	10	24	32	23	0	0	969	0
ALKBH7	ENST00000245812.8	+	16116	71	6	23	3	39	16116	0	0	0
ALKBH8	ENST00000428149.7	-	791	84	0	27	8	49	0	0	0	791
ALLC	ENST00000252505.4	+	28	7	3	2	0	2	28	0	0	0
ALMS1	ENST00000613296.6	+	1521	171	23	121	1	26	1521	0	0	0
ALOX12	ENST00000251535.11	+	24	5	0	1	1	0	0	0	24	0
ALOX12B	ENST00000647874.1	-	325	20	2	14	3	1	0	325	0	0
ALOX15	ENST00000293761.8	-	8	3	0	2	0	1	0	8	0	0
ALOX15B	ENST00000380183.9	+	84	13	2	10	0	1	84	0	0	0
ALOX5	ENST00000374391.7	+	87	13	3	7	2	1	87	0	0	0
ALOX5AP	ENST00000380490.5	+	1016	11	5	4	1	1	1016	0	0	0
ALOXE3	ENST00000448843.7	-	111	25	6	9	2	8	111	0	0	0
ALPK1	ENST00000650871.1	+	723	95	3	77	8	7	0	0	0	723
ALPK3	ENST00000258888.6	+	21	6	0	6	0	0	0	21	0	0
ALPL	ENST00000374840.8	+	1873	69	6	23	7	33	0	0	0	1873
ALS2	ENST00000264276.11	-	2853	182	35	84	1	62	0	2853	0	0
ALS2CL	ENST00000318962.9	-	109	25	1	20	1	3	0	109	0	0
ALX1	ENST00000316824.4	+	10	2	2	0	0	0	10	0	0	0
ALX3	ENST00000647563.2	-	9	2	2	0	0	0	9	0	0	0
ALYREF	ENST00000505490.3	-	1242	36	4	12	6	14	1242	0	0	0
AMACR	ENST00000335606.11	-	3818	101	36	30	1	34	3818	0	0	0
AMBN	ENST00000322937.10	+	724	33	8	8	8	9	0	0	0	724
AMBP	ENST00000265132.8	-	51	4	1	1	0	2	0	0	0	51
AMBRA1	ENST00000683756.1	-	4040	151	4	54	26	67	4040	0	0	0
AMD1	ENST00000368885.8	+	18805	277	26	44	14	193	0	0	0	18805
AMDHD1	ENST00000266736.7	+	126	13	2	9	1	1	0	0	0	126
AMDHD2	ENST00000293971.11	+	697	97	18	34	29	16	0	0	697	0
AMER1	ENST00000374869.8	-	69	9	5	0	0	4	0	0	0	69
AMER2	ENST00000515384.2	-	409	38	0	17	0	21	0	409	0	0
AMER3	ENST00000321420.5	+	53	12	7	0	0	5	53	0	0	0
AMFR	ENST00000290649.10	-	3049	124	14	34	2	74	3049	0	0	0
AMIGO1	ENST00000369864.5	-	316	19	9	0	0	10	316	0	0	0
AMIGO2	ENST00000550413.2	-	215	13	10	2	0	1	0	0	0	215
AMIGO3	ENST00000320431.8	-	286	25	25	0	0	0	286	0	0	0
AMMECR1	ENST00000262844.10	-	197	27	6	14	7	0	0	0	197	0
AMMECR1L	ENST00000272647.10	-	189	28	9	8	5	6	189	0	0	0
AMN1	ENST00000281471.11	-	19563	361	40	52	96	173	0	0	0	19563
AMOT	ENST00000371959.9	-	226	30	2	23	0	5	0	0	0	226
AMOTL1	ENST00000433060.3	+	512	96	9	77	1	9	0	512	0	0
AMOTL2	ENST00000249883.10	-	2398	54	6	29	8	11	2398	0	0	0
AMPD2	ENST00000528667.7	+	9480	251	43	58	41	109	0	0	9480	0
AMPD3	ENST00000396553.7	+	324	57	5	35	8	9	0	0	0	324
AMPH	ENST00000356264.7	-	16459	504	7	89	50	358	0	0	0	16459
AMT	ENST00000273588.9	-	1647	73	31	13	19	10	0	0	0	1647
AMY2A	ENST00000414303.7	+	72	12	5	7	0	0	72	0	0	0
AMY2B	ENST00000684275.1	+	2712	178	44	47	36	51	0	0	2712	0
AMZ1	ENST00000683327.1	+	90	23	9	1	3	10	0	0	0	90
AMZ2	ENST00000359904.8	+	25265	458	39	63	81	275	0	0	0	25265
ANAPC1	ENST00000341068.8	-	1831	133	26	77	1	29	0	0	0	1831
ANAPC10	ENST00000507656.6	-	6824	160	22	34	43	61	6824	0	0	0
ANAPC11	ENST00000344877.10	+	56245	163	18	6	43	96	0	0	56245	0
ANAPC13	ENST00000354910.10	-	33968	102	41	0	1	60	33968	0	0	0
ANAPC15	ENST00000227618.9	-	16165	182	7	35	54	86	0	16165	0	0
ANAPC16	ENST00000299381.5	+	17612	283	30	47	28	178	0	0	0	17612
ANAPC2	ENST00000323927.3	-	1558	67	10	23	10	24	0	0	0	1558
ANAPC4	ENST00000315368.8	+	5518	332	9	122	62	139	0	0	0	5518
ANAPC5	ENST00000261819.8	-	18058	332	43	83	85	121	18058	0	0	0
ANAPC7	ENST00000455511.9	-	7704	243	42	46	46	109	7704	0	0	0
ANG	ENST00000397990.5	+	316	10	9	0	1	0	316	0	0	0
ANGEL1	ENST00000251089.8	-	972	65	13	22	11	19	0	0	0	972
ANGEL2	ENST00000366962.8	-	1913	222	27	74	41	80	0	0	1913	0
ANGPT1	ENST00000517746.6	-	195	28	12	15	0	1	0	195	0	0
ANGPT2	ENST00000629816.3	-	406	53	22	26	1	4	406	0	0	0
ANGPT4	ENST00000381922.5	-	7	2	0	1	0	1	0	7	0	0
ANGPTL1	ENST00000234816.7	-	937	44	18	21	0	5	937	0	0	0
ANGPTL2	ENST00000373425.8	-	340	23	6	17	0	0	340	0	0	0
ANGPTL4	ENST00000301455.7	+	1167	33	8	15	2	8	0	1167	0	0
ANGPTL5	ENST00000334289.7	-	4	2	0	0	1	1	0	0	0	4
ANGPTL6	ENST00000253109.5	-	67	7	0	5	1	1	0	67	0	0
ANGPTL7	ENST00000376819.4	+	39	7	3	3	0	1	39	0	0	0
ANGPTL8	ENST00000252453.12	+	20	5	0	2	0	3	0	0	0	20
ANK1	ENST00000289734.13	-	1071	118	19	28	13	58	0	0	0	1071
ANK2	ENST00000357077.9	+	63537	1875	87	1052	34	701	0	63537	0	0
ANK3	ENST00000280772.7	-	4381	428	28	184	174	42	0	4381	0	0
ANKAR	ENST00000684021.1	+	96	24	0	9	12	3	0	96	0	0
ANKDD1A	ENST00000319580.13	+	531	99	5	41	28	24	0	0	531	0
ANKDD1B	ENST00000601380.4	+	25	8	3	2	1	2	0	0	25	0
ANKEF1	ENST00000378392.6	+	400	44	6	33	3	2	0	400	0	0
ANKFN1	ENST00000682825.1	+	76	15	2	3	4	6	0	0	0	76
ANKFY1	ENST00000341657.9	-	557	82	4	42	1	35	0	557	0	0
ANKH	ENST00000284268.8	-	2461	106	13	57	7	29	0	2461	0	0
ANKHD1	ENST00000360839.7	+	5017	253	17	170	17	49	5017	0	0	0
ANKIB1	ENST00000265742.8	+	1057	142	4	97	0	41	0	0	0	1057
ANKLE1	ENST00000404085.7	+	50	13	1	10	1	1	50	0	0	0
ANKLE2	ENST00000357997.10	-	2685	141	40	50	6	45	2685	0	0	0
ANKMY1	ENST00000401804.6	-	262	53	13	16	17	7	0	0	262	0
ANKMY2	ENST00000306999.7	-	10817	127	12	43	19	53	0	0	0	10817
ANKRA2	ENST00000296785.8	-	5486	183	49	19	49	66	5486	0	0	0
ANKRD1	ENST00000371697.4	-	2	1	0	0	0	1	0	0	0	2
ANKRD10	ENST00000267339.6	-	5089	286	46	42	75	123	0	0	5089	0
ANKRD11	ENST00000301030.10	-	18589	242	17	118	27	80	0	18589	0	0
ANKRD12	ENST00000262126.9	+	59297	580	13	207	79	279	0	0	0	59297
ANKRD13A	ENST00000261739.9	+	465	58	13	29	10	6	0	0	465	0
ANKRD13B	ENST00000394859.8	+	260	44	4	27	2	11	0	0	260	0
ANKRD13C	ENST00000370944.9	-	2825	251	37	83	58	71	0	2825	0	0
ANKRD13D	ENST00000511455.7	+	2905	168	35	31	50	52	2905	0	0	0
ANKRD16	ENST00000380094.10	-	305	56	9	26	2	19	0	0	0	305
ANKRD17	ENST00000358602.9	-	7603	366	2	186	33	145	0	0	7603	0
ANKRD18A	ENST00000399703.6	-	174	35	0	18	6	11	0	174	0	0
ANKRD18B	ENST00000684830.1	+	66	23	0	18	5	0	0	0	66	0
ANKRD2	ENST00000370655.6	+	569	23	0	12	6	5	0	569	0	0
ANKRD20A1	ENST00000562196.6	+	199	40	1	32	6	1	199	0	0	0
ANKRD22	ENST00000371930.5	-	9	2	2	0	0	0	9	0	0	0
ANKRD23	ENST00000318357.9	-	239	15	0	5	4	6	0	0	0	239
ANKRD24	ENST00000318934.9	+	602	33	0	21	0	12	0	0	0	602
ANKRD26	ENST00000376087.5	-	4035	345	2	239	23	81	0	4035	0	0
ANKRD27	ENST00000306065.9	-	1490	115	10	41	16	48	0	0	0	1490
ANKRD28	ENST00000683139.1	-	681	106	10	67	4	25	0	681	0	0
ANKRD29	ENST00000592179.6	-	818	106	25	36	33	12	818	0	0	0
ANKRD30B	ENST00000690538.1	+	17	6	0	3	0	3	0	17	0	0
ANKRD30BL	ENST00000409867.6	-	634	58	8	7	10	33	634	0	0	0
ANKRD31	ENST00000506364.6	-	134	19	0	9	5	5	0	134	0	0
ANKRD34A	ENST00000606888.3	-	770	55	2	5	1	47	0	770	0	0
ANKRD34B	ENST00000338682.8	-	9	3	0	0	0	3	0	0	0	9
ANKRD34C	ENST00000421388.4	+	26	4	4	0	0	0	26	0	0	0
ANKRD35	ENST00000355594.9	-	2478	32	1	20	4	7	0	2478	0	0
ANKRD36	ENST00000420699.9	+	5789	649	26	380	152	90	5789	0	0	0
ANKRD36B	ENST00000359901.9	-	4335	526	6	213	71	236	0	4335	0	0
ANKRD36C	ENST00000295246.7	-	5943	534	10	272	51	200	0	0	0	5943
ANKRD37	ENST00000335174.6	+	4355	122	26	21	39	36	0	0	4355	0
ANKRD39	ENST00000393537.5	-	8144	69	8	15	19	27	0	0	8144	0
ANKRD40	ENST00000285243.7	-	1104	37	8	20	0	9	0	1104	0	0
ANKRD42	ENST00000533342.6	+	1849	167	20	54	42	51	0	0	1849	0
ANKRD44	ENST00000282272.15	-	451	88	24	41	7	16	0	0	451	0
ANKRD45	ENST00000333279.3	-	1424	71	15	28	15	13	1424	0	0	0
ANKRD46	ENST00000335659.7	-	20753	263	26	28	23	186	0	0	0	20753
ANKRD49	ENST00000544612.6	+	2510	55	31	5	8	11	2510	0	0	0
ANKRD50	ENST00000504087.6	-	820	99	7	89	1	2	0	820	0	0
ANKRD52	ENST00000267116.8	-	220	33	1	4	3	25	0	0	0	220
ANKRD53	ENST00000360589.4	+	81	29	8	14	7	0	0	81	0	0
ANKRD54	ENST00000215941.9	-	1998	57	4	18	16	19	0	1998	0	0
ANKRD55	ENST00000341048.9	-	233	34	0	17	0	17	0	0	0	233
ANKRD6	ENST00000339746.9	+	897	135	31	42	39	23	0	0	897	0
ANKRD61	ENST00000409061.2	+	2	1	0	0	0	0	0	0	0	0
ANKRD62	ENST00000587848.3	+	5	1	0	1	0	0	0	5	0	0
ANKRD63	ENST00000434396.2	-	667	21	21	0	0	0	667	0	0	0
ANKRD65	ENST00000537107.6	-	1066	16	5	3	1	7	0	1066	0	0
ANKRD66	ENST00000565422.3	+	50	7	6	0	0	1	50	0	0	0
ANKRD7	ENST00000265224.9	+	130	14	0	3	7	4	0	0	130	0
ANKRD9	ENST00000286918.9	-	34	11	0	0	0	11	0	0	0	34
ANKS1A	ENST00000360359.5	+	533	101	0	64	5	32	0	533	0	0
ANKS1B	ENST00000683438.2	-	9379	483	4	81	185	213	0	9379	0	0
ANKS3	ENST00000304283.9	-	1478	115	26	23	35	31	0	1478	0	0
ANKS6	ENST00000353234.5	-	352	50	1	27	7	15	0	352	0	0
ANKUB1	ENST00000446160.7	-	9	3	0	2	0	1	0	9	0	0
ANKZF1	ENST00000323348.10	+	5584	334	13	71	32	218	0	0	0	5584
ANLN	ENST00000265748.7	+	2383	283	20	54	1	208	0	0	0	2383
ANO1	ENST00000355303.10	+	4	1	0	1	0	0	0	4	0	0
ANO10	ENST00000292246.8	-	3672	180	7	49	40	84	0	0	3672	0
ANO2	ENST00000682330.1	-	93	21	0	6	0	15	0	0	0	93
ANO3	ENST00000256737.8	+	517	63	9	43	0	11	0	517	0	0
ANO4	ENST00000392977.8	+	1132	141	2	60	13	66	0	0	0	1132
ANO5	ENST00000324559.9	+	173	35	4	25	5	1	0	173	0	0
ANO6	ENST00000320560.13	+	173	38	7	26	0	5	173	0	0	0
ANO7	ENST00000674324.2	+	94	16	4	2	0	10	0	0	0	94
ANO8	ENST00000159087.7	-	278	18	1	3	6	8	0	0	0	278
ANOS1	ENST00000262648.8	-	48	13	2	10	0	1	0	48	0	0
ANP32A	ENST00000465139.6	-	22785	441	24	52	32	333	22785	0	0	0
ANP32B	ENST00000339399.5	+	29332	214	9	33	16	155	29332	0	0	0
ANP32E	ENST00000583931.6	-	5206	241	34	66	45	96	0	0	5206	0
ANPEP	ENST00000300060.7	-	52	11	0	9	0	2	0	0	0	52
ANTKMT	ENST00000569529.6	+	3570	54	25	14	7	8	3570	0	0	0
ANTXR1	ENST00000303714.9	+	140	30	10	7	0	13	0	0	0	140
ANTXR2	ENST00000403729.7	-	641	68	12	29	0	27	0	641	0	0
ANXA1	ENST00000257497.11	+	3656	70	14	24	5	27	0	0	0	3656
ANXA10	ENST00000359299.8	+	3	1	1	0	0	0	3	0	0	0
ANXA11	ENST00000422982.8	-	5287	177	11	54	10	102	0	5287	0	0
ANXA13	ENST00000419625.6	-	14	3	0	1	0	2	0	0	0	14
ANXA2	ENST00000451270.7	-	8272	121	20	23	5	73	8272	0	0	0
ANXA3	ENST00000264908.11	+	1469	52	14	18	7	13	1469	0	0	0
ANXA4	ENST00000394295.6	+	1635	122	20	32	16	54	0	0	1635	0
ANXA5	ENST00000296511.10	-	20021	375	23	42	26	284	0	0	0	20021
ANXA6	ENST00000354546.10	-	28741	672	9	169	64	430	0	0	0	28741
ANXA7	ENST00000372921.10	-	21777	469	13	82	66	308	0	0	0	21777
ANXA8	ENST00000585281.6	-	50	5	0	1	3	1	0	0	50	0
ANXA8L1	ENST00000619162.5	+	30	6	0	1	5	0	0	30	0	0
ANXA9	ENST00000368947.9	+	5	2	1	0	0	1	5	0	0	0
AOAH	ENST00000617537.5	-	209	32	8	20	2	2	0	209	0	0
AOC2	ENST00000253799.8	+	50	16	9	6	0	1	50	0	0	0
AOC3	ENST00000308423.7	+	8	2	2	0	0	0	8	0	0	0
AOPEP	ENST00000375315.8	+	926	127	7	42	29	49	0	926	0	0
AOX1	ENST00000374700.7	+	24	10	2	6	0	2	24	0	0	0
AP1AR	ENST00000274000.10	+	5596	163	25	27	9	102	0	0	0	5596
AP1B1	ENST00000357586.7	-	5005	284	3	46	27	208	0	0	0	5005
AP1G1	ENST00000299980.9	-	2242	162	5	75	42	40	0	2242	0	0
AP1G2	ENST00000397120.8	-	1609	173	6	36	73	58	0	0	0	1609
AP1M1	ENST00000291439.8	+	17036	211	9	53	13	136	17036	0	0	0
AP1M2	ENST00000250244.11	-	59	6	1	4	0	1	0	59	0	0
AP1S1	ENST00000337619.11	+	13748	171	14	22	4	130	13748	0	0	0
AP1S2	ENST00000672987.1	-	7761	121	20	26	9	66	0	0	0	7761
AP1S3	ENST00000396654.7	-	110	13	2	3	3	5	0	0	0	110
AP2A1	ENST00000354293.10	+	7043	187	0	14	2	171	0	0	0	7043
AP2A2	ENST00000448903.7	+	3542	160	1	54	1	104	0	0	0	3542
AP2B1	ENST00000610402.5	+	15928	359	1	128	1	229	0	0	0	15928
AP2M1	ENST00000292807.9	+	108224	821	21	62	88	650	108224	0	0	0
AP2S1	ENST00000263270.11	-	32135	146	21	7	7	111	32135	0	0	0
AP3B1	ENST00000255194.11	-	1907	134	4	71	5	54	0	0	1907	0
AP3B2	ENST00000535359.6	-	8009	297	24	96	29	148	8009	0	0	0
AP3D1	ENST00000643116.3	-	4490	147	8	43	3	93	4490	0	0	0
AP3M1	ENST00000355264.9	-	4066	167	13	39	2	113	0	0	0	4066
AP3M2	ENST00000396926.8	+	9448	183	19	66	30	68	9448	0	0	0
AP3S1	ENST00000316788.12	+	30007	299	18	38	88	155	0	0	0	30007
